query,ground_truth,dataset,model,error,generation_answer,hit_rate,mrr,precision,ndcg,exact_match,rouge_l_f1,semantic_similarity,faithfulness,answer_relevancy,llm_quality_score
"Which Japanese automaker produces the Corolla, one of the best-selling cars of all time?",Toyota,cars,mpnet,,"Toyota is a Japanese multinational automotive manufacturer headquartered in Toyota City, Japan. It is known for the Corolla, one of the best-selling car models in history, and for pioneering hybrid technology with the Prius.",1.0,1.0,0.2,1.0,True,0.05714285714285715,0.7219144105911255,1.0,0.7071067690849304,1.0
"Which Japanese automaker produces the Corolla, one of the best-selling cars of all time?",Toyota,cars,qwen3,,"Toyota is a Japanese multinational automotive manufacturer headquartered in Toyota City, Japan. It is known for the Corolla, one of the best-selling car models in history, and for pioneering hybrid technology with the Prius.",1.0,1.0,0.2,1.0,True,0.05714285714285715,0.7219144105911255,1.0,0.7071067690849304,
"Which cuisine is known for sushi, ramen, and tempura?",Japanese,cuisines,bge-base,,"Japanese cuisine is celebrated for its precision, seasonal ingredients, and umami flavors, featuring sushi, ramen, and tempura. Washoku, the traditional Japanese meal format, is recognized by UNESCO as intangible cultural heritage.",1.0,1.0,0.2,1.0,True,0.0625,0.3966119885444641,1.0,0.6110774874687195,1.0
"Which cuisine is known for sushi, ramen, and tempura?",Japanese,cuisines,bge-large,,"Japanese cuisine is celebrated for its precision, seasonal ingredients, and umami flavors, featuring sushi, ramen, and tempura. Washoku, the traditional Japanese meal format, is recognized by UNESCO as intangible cultural heritage.",1.0,1.0,0.2,1.0,True,0.0625,0.3966119885444641,0.5,0.6110774874687195,1.0
"Which cuisine is known for sushi, ramen, and tempura?",Japanese,cuisines,bge-small,,"Japanese cuisine is celebrated for its precision, seasonal ingredients, and umami flavors, featuring sushi, ramen, and tempura. Washoku, the traditional Japanese meal format, is recognized by UNESCO as intangible cultural heritage.",1.0,1.0,0.2,1.0,True,0.0625,0.3966119885444641,1.0,0.6110774874687195,
"Which cuisine is known for sushi, ramen, and tempura?",Japanese,cuisines,granite,,"Japanese cuisine is celebrated for its precision, seasonal ingredients, and umami flavors, featuring sushi, ramen, and tempura. Washoku, the traditional Japanese meal format, is recognized by UNESCO as intangible cultural heritage.",1.0,1.0,0.2,1.0,True,0.0625,0.3966119885444641,,0.6110774874687195,
"Which cuisine is known for sushi, ramen, and tempura?",Japanese,cuisines,gte-small,,"Japanese cuisine is celebrated for its precision, seasonal ingredients, and umami flavors, featuring sushi, ramen, and tempura. Washoku, the traditional Japanese meal format, is recognized by UNESCO as intangible cultural heritage.",1.0,1.0,0.2,1.0,True,0.0625,0.3966119885444641,1.0,0.6110774874687195,1.0
"Which cuisine is known for sushi, ramen, and tempura?",Japanese,cuisines,harrier,,"Japanese cuisine is celebrated for its precision, seasonal ingredients, and umami flavors, featuring sushi, ramen, and tempura. Washoku, the traditional Japanese meal format, is recognized by UNESCO as intangible cultural heritage.",1.0,1.0,0.2,1.0,True,0.0625,0.3966119885444641,1.0,0.6110774874687195,1.0
"Which cuisine is known for sushi, ramen, and tempura?",Japanese,cuisines,jina,No module named 'custom_st',,,,,,,,,,,
"Which cuisine is known for sushi, ramen, and tempura?",Japanese,cuisines,minilm-l12,,"Japanese cuisine is celebrated for its precision, seasonal ingredients, and umami flavors, featuring sushi, ramen, and tempura. Washoku, the traditional Japanese meal format, is recognized by UNESCO as intangible cultural heritage.",1.0,1.0,0.2,1.0,True,0.0625,0.3966119885444641,,0.6110774874687195,
"Which cuisine is known for sushi, ramen, and tempura?",Japanese,cuisines,mpnet,,"Japanese cuisine is celebrated for its precision, seasonal ingredients, and umami flavors, featuring sushi, ramen, and tempura. Washoku, the traditional Japanese meal format, is recognized by UNESCO as intangible cultural heritage.",1.0,1.0,0.2,1.0,True,0.0625,0.3966119885444641,,0.6110774874687195,
"Which cuisine is known for sushi, ramen, and tempura?",Japanese,cuisines,qwen3,,"Japanese cuisine is celebrated for its precision, seasonal ingredients, and umami flavors, featuring sushi, ramen, and tempura. Washoku, the traditional Japanese meal format, is recognized by UNESCO as intangible cultural heritage.",1.0,1.0,0.2,1.0,True,0.0625,0.3966119885444641,1.0,0.6110774874687195,1.0
"Which cuisine is famous for pasta, pizza, and gelato?",Italian,cuisines,bge-base,,"Italian cuisine is known worldwide for its regional diversity, emphasis on fresh ingredients, and dishes like pasta, pizza, and gelato. It is rooted in centuries of culinary tradition from Tuscany, Emilia-Romagna, and Sicily.",1.0,1.0,0.2,1.0,True,0.05882352941176471,0.5399820804595947,,0.7291544675827026,
"Which cuisine is famous for pasta, pizza, and gelato?",Italian,cuisines,bge-large,,"Italian cuisine is known worldwide for its regional diversity, emphasis on fresh ingredients, and dishes like pasta, pizza, and gelato. It is rooted in centuries of culinary tradition from Tuscany, Emilia-Romagna, and Sicily.",1.0,1.0,0.2,1.0,True,0.05882352941176471,0.5399820804595947,,0.7291544675827026,1.0
"Which cuisine is famous for pasta, pizza, and gelato?",Italian,cuisines,bge-small,,"Italian cuisine is known worldwide for its regional diversity, emphasis on fresh ingredients, and dishes like pasta, pizza, and gelato. It is rooted in centuries of culinary tradition from Tuscany, Emilia-Romagna, and Sicily.",1.0,1.0,0.2,1.0,True,0.05882352941176471,0.5399820804595947,,0.7291544675827026,2.0
"Which cuisine is famous for pasta, pizza, and gelato?",Italian,cuisines,granite,,"Italian cuisine is known worldwide for its regional diversity, emphasis on fresh ingredients, and dishes like pasta, pizza, and gelato. It is rooted in centuries of culinary tradition from Tuscany, Emilia-Romagna, and Sicily.",1.0,1.0,0.2,1.0,True,0.05882352941176471,0.5399820804595947,,0.7291544675827026,1.0
"Which cuisine is famous for pasta, pizza, and gelato?",Italian,cuisines,gte-small,,"Italian cuisine is known worldwide for its regional diversity, emphasis on fresh ingredients, and dishes like pasta, pizza, and gelato. It is rooted in centuries of culinary tradition from Tuscany, Emilia-Romagna, and Sicily.",1.0,1.0,0.2,1.0,True,0.05882352941176471,0.5399820804595947,,0.7291544675827026,
"Which cuisine is famous for pasta, pizza, and gelato?",Italian,cuisines,harrier,,"Italian cuisine is known worldwide for its regional diversity, emphasis on fresh ingredients, and dishes like pasta, pizza, and gelato. It is rooted in centuries of culinary tradition from Tuscany, Emilia-Romagna, and Sicily.",1.0,1.0,0.2,1.0,True,0.05882352941176471,0.5399820804595947,0.0005,0.7291544675827026,
"Which cuisine is famous for pasta, pizza, and gelato?",Italian,cuisines,jina,No module named 'custom_st',,,,,,,,,,,
"Which cuisine is famous for pasta, pizza, and gelato?",Italian,cuisines,minilm-l12,,"Italian cuisine is known worldwide for its regional diversity, emphasis on fresh ingredients, and dishes like pasta, pizza, and gelato. It is rooted in centuries of culinary tradition from Tuscany, Emilia-Romagna, and Sicily.",1.0,1.0,0.2,1.0,True,0.05882352941176471,0.5399820804595947,,0.7291544675827026,
"Which cuisine is famous for pasta, pizza, and gelato?",Italian,cuisines,mpnet,,"Italian cuisine is known worldwide for its regional diversity, emphasis on fresh ingredients, and dishes like pasta, pizza, and gelato. It is rooted in centuries of culinary tradition from Tuscany, Emilia-Romagna, and Sicily.",1.0,1.0,0.2,1.0,True,0.05882352941176471,0.5399820804595947,,0.7291544675827026,4.5
"Which cuisine is famous for pasta, pizza, and gelato?",Italian,cuisines,qwen3,,"Italian cuisine is known worldwide for its regional diversity, emphasis on fresh ingredients, and dishes like pasta, pizza, and gelato. It is rooted in centuries of culinary tradition from Tuscany, Emilia-Romagna, and Sicily.",1.0,1.0,0.2,1.0,True,0.05882352941176471,0.5399820804595947,1.0,0.7291544675827026,5.0
Which cuisine is known for its use of injera bread and wat stews?,Ethiopian,cuisines,bge-base,,"Ethiopian cuisine is unique in Africa for its use of injera, a spongy sourdough flatbread, and spicy wat stews made with berbere seasoning. Meals are traditionally shared from a communal platter using pieces of injera.",1.0,1.0,0.2,1.0,True,0.05555555555555556,0.5412495732307434,,0.6927093863487244,1.0
Which cuisine is known for its use of injera bread and wat stews?,Ethiopian,cuisines,bge-large,,"Ethiopian cuisine is unique in Africa for its use of injera, a spongy sourdough flatbread, and spicy wat stews made with berbere seasoning. Meals are traditionally shared from a communal platter using pieces of injera.",1.0,1.0,0.2,1.0,True,0.05555555555555556,0.5412495732307434,0.5,0.6927093863487244,1.0
Which cuisine is known for its use of injera bread and wat stews?,Ethiopian,cuisines,bge-small,,"Ethiopian cuisine is unique in Africa for its use of injera, a spongy sourdough flatbread, and spicy wat stews made with berbere seasoning. Meals are traditionally shared from a communal platter using pieces of injera.",1.0,1.0,0.2,1.0,True,0.05555555555555556,0.5412495732307434,0.5,0.6927093863487244,
Which cuisine is known for its use of injera bread and wat stews?,Ethiopian,cuisines,granite,,"Ethiopian cuisine is unique in Africa for its use of injera, a spongy sourdough flatbread, and spicy wat stews made with berbere seasoning. Meals are traditionally shared from a communal platter using pieces of injera.",1.0,1.0,0.2,1.0,True,0.05555555555555556,0.5412495732307434,,0.6927093863487244,1.0
Which cuisine is known for its use of injera bread and wat stews?,Ethiopian,cuisines,gte-small,,"Ethiopian cuisine is unique in Africa for its use of injera, a spongy sourdough flatbread, and spicy wat stews made with berbere seasoning. Meals are traditionally shared from a communal platter using pieces of injera.",1.0,1.0,0.2,1.0,True,0.05555555555555556,0.5412495732307434,,0.6927093863487244,5.0
Which cuisine is known for its use of injera bread and wat stews?,Ethiopian,cuisines,harrier,,"Ethiopian cuisine is unique in Africa for its use of injera, a spongy sourdough flatbread, and spicy wat stews made with berbere seasoning. Meals are traditionally shared from a communal platter using pieces of injera.",1.0,1.0,0.2,1.0,True,0.05555555555555556,0.5412495732307434,1.0,0.6927093863487244,
Which cuisine is known for its use of injera bread and wat stews?,Ethiopian,cuisines,jina,No module named 'custom_st',,,,,,,,,,,
Which cuisine is known for its use of injera bread and wat stews?,Ethiopian,cuisines,minilm-l12,,"Indian cuisine is characterized by its extensive use of spices, lentils, and rice, with regional variations across the subcontinent. Popular dishes include curry, biryani, naan bread, and tandoori preparations.",1.0,0.5,0.2,0.6309297535714575,False,0.0,0.137887105345726,0.5,0.5320253968238831,
Which cuisine is known for its use of injera bread and wat stews?,Ethiopian,cuisines,mpnet,,"Ethiopian cuisine is unique in Africa for its use of injera, a spongy sourdough flatbread, and spicy wat stews made with berbere seasoning. Meals are traditionally shared from a communal platter using pieces of injera.",1.0,1.0,0.2,1.0,True,0.05555555555555556,0.5412495732307434,1.0,0.6927093863487244,1.0
Which cuisine is known for its use of injera bread and wat stews?,Ethiopian,cuisines,qwen3,,"Ethiopian cuisine is unique in Africa for its use of injera, a spongy sourdough flatbread, and spicy wat stews made with berbere seasoning. Meals are traditionally shared from a communal platter using pieces of injera.",1.0,1.0,0.2,1.0,True,0.05555555555555556,0.5412495732307434,0.0,0.6927093863487244,1.0
"Which genre originated in New Orleans and features improvisation, brass instruments, and swing?",Jazz,music_genres,bge-base,,"Jazz is a music genre that originated in New Orleans in the early 20th century, blending African-American musical traditions with European harmonic structures. It is characterized by improvisation, brass instruments, syncopation, and swing rhythm.",1.0,1.0,0.2,1.0,True,0.05714285714285715,0.7256171107292175,1.0,0.6656846404075623,5.0
"Which genre originated in New Orleans and features improvisation, brass instruments, and swing?",Jazz,music_genres,bge-large,,"Jazz is a music genre that originated in New Orleans in the early 20th century, blending African-American musical traditions with European harmonic structures. It is characterized by improvisation, brass instruments, syncopation, and swing rhythm.",1.0,1.0,0.2,1.0,True,0.05714285714285715,0.7256171107292175,0.05,0.6656846404075623,1.0
"Which genre originated in New Orleans and features improvisation, brass instruments, and swing?",Jazz,music_genres,bge-small,,"Jazz is a music genre that originated in New Orleans in the early 20th century, blending African-American musical traditions with European harmonic structures. It is characterized by improvisation, brass instruments, syncopation, and swing rhythm.",1.0,1.0,0.2,1.0,True,0.05714285714285715,0.7256171107292175,1.0,0.6656846404075623,5.0
"Which genre originated in New Orleans and features improvisation, brass instruments, and swing?",Jazz,music_genres,granite,,"Jazz is a music genre that originated in New Orleans in the early 20th century, blending African-American musical traditions with European harmonic structures. It is characterized by improvisation, brass instruments, syncopation, and swing rhythm.",1.0,1.0,0.2,1.0,True,0.05714285714285715,0.7256171107292175,0.5,0.6656846404075623,3.0
"Which genre originated in New Orleans and features improvisation, brass instruments, and swing?",Jazz,music_genres,gte-small,,"Jazz is a music genre that originated in New Orleans in the early 20th century, blending African-American musical traditions with European harmonic structures. It is characterized by improvisation, brass instruments, syncopation, and swing rhythm.",1.0,1.0,0.2,1.0,True,0.05714285714285715,0.7256171107292175,1.0,0.6656846404075623,5.0
"Which genre originated in New Orleans and features improvisation, brass instruments, and swing?",Jazz,music_genres,harrier,,"Jazz is a music genre that originated in New Orleans in the early 20th century, blending African-American musical traditions with European harmonic structures. It is characterized by improvisation, brass instruments, syncopation, and swing rhythm.",1.0,1.0,0.2,1.0,True,0.05714285714285715,0.7256171107292175,1.0,0.6656846404075623,5.0
"Which genre originated in New Orleans and features improvisation, brass instruments, and swing?",Jazz,music_genres,jina,No module named 'custom_st',,,,,,,,,,,
"Which genre originated in New Orleans and features improvisation, brass instruments, and swing?",Jazz,music_genres,minilm-l12,,"Jazz is a music genre that originated in New Orleans in the early 20th century, blending African-American musical traditions with European harmonic structures. It is characterized by improvisation, brass instruments, syncopation, and swing rhythm.",1.0,1.0,0.2,1.0,True,0.05714285714285715,0.7256171107292175,1.0,0.6656846404075623,5.0
"Which genre originated in New Orleans and features improvisation, brass instruments, and swing?",Jazz,music_genres,mpnet,,"Jazz is a music genre that originated in New Orleans in the early 20th century, blending African-American musical traditions with European harmonic structures. It is characterized by improvisation, brass instruments, syncopation, and swing rhythm.",1.0,1.0,0.2,1.0,True,0.05714285714285715,0.7256171107292175,0.5,0.6656846404075623,5.0
"Which genre originated in New Orleans and features improvisation, brass instruments, and swing?",Jazz,music_genres,qwen3,,"Jazz is a music genre that originated in New Orleans in the early 20th century, blending African-American musical traditions with European harmonic structures. It is characterized by improvisation, brass instruments, syncopation, and swing rhythm.",1.0,1.0,0.2,1.0,True,0.05714285714285715,0.7256171107292175,1.0,0.6656846404075623,3.0
"Which genre originated in the Bronx in the 1970s and includes rapping, DJing, and breakdancing?",Hip-Hop,music_genres,bge-base,,"Hip-Hop is a cultural movement and music genre that emerged in the Bronx, New York City in the 1970s. It is built on four elements: rapping, DJing, breakdancing, and graffiti art, with artists like Grandmaster Flash and Tupac Shakur.",1.0,1.0,0.2,1.0,True,0.05,0.712553858757019,0.0,0.6026630997657776,1.0
"Which genre originated in the Bronx in the 1970s and includes rapping, DJing, and breakdancing?",Hip-Hop,music_genres,bge-large,,"Hip-Hop is a cultural movement and music genre that emerged in the Bronx, New York City in the 1970s. It is built on four elements: rapping, DJing, breakdancing, and graffiti art, with artists like Grandmaster Flash and Tupac Shakur.",1.0,1.0,0.2,1.0,True,0.05,0.712553858757019,1.0,0.6026630997657776,2.0
